,score,logfoldchanges,pvals,pvals_adj
Lgmn,25.789995193481445,1.993591070175171,8.835414998029495e-120,3.187496443470932e-117
Gatm,25.371253967285156,2.8279738426208496,7.861731030704793e-113,2.4760709065276908e-110
Unc93b1,24.866046905517578,1.696501612663269,1.9353994643354955e-113,6.295441995302443e-111
Ccr5,24.82461166381836,5.507901668548584,2.6852181120971432e-105,7.50423912397627e-103
Jun,24.32501220703125,2.2035388946533203,1.139665574725814e-109,3.478960666724554e-107
Fcgr2b,23.760391235351562,2.8892884254455566,4.111909654104837e-106,1.1655501622392597e-103
Tgfbr1,23.632165908813477,3.545548439025879,2.49252675671348e-102,6.260343785659352e-100
G530011O06Rik,22.938371658325195,6.26461124420166,4.6329695505289694e-91,9.575768939749564e-89
5430435G22Rik,22.69814682006836,4.699300765991211,4.794327361102348e-94,1.056989372211031e-91
C5ar1,22.48990249633789,3.954615831375122,2.2698317491139343e-95,5.176781789186055e-93
Snx5,22.286752700805664,1.9746352434158325,2.7353287722817506e-95,6.167544715865284e-93
St3gal6,22.28519058227539,4.922133922576904,8.609743739617925e-88,1.611646559259423e-85
Rtn4,22.031177520751953,1.8151793479919434,2.1495445151936883e-93,4.6360067685296915e-91
Ccl12,21.90481185913086,7.3940110206604,1.912303102818103e-83,3.2155862852641356e-81
Ccl4,21.81276512145996,4.231040000915527,1.2760697482921505e-89,2.531977594561285e-87
Sepp1,21.646968841552734,1.6862376928329468,1.334830575383842e-90,2.73048538935734e-88
Ccnd1,21.30867576599121,3.1998705863952637,2.816533646704516e-84,4.859622662427044e-82
Klf6,21.199901580810547,1.954972505569458,2.4353619789355127e-87,4.516117045424154e-85
Ubc,21.068090438842773,1.5200815200805664,1.9651592628747466e-86,3.5773110177945616e-84
Dhrs3,20.99325942993164,2.694321870803833,8.76928369254149e-84,1.487180572883831e-81
Emr1,20.910188674926758,3.0212416648864746,2.010219395185148e-85,3.529802941527762e-83
Timp2,20.41863441467285,2.666492223739624,5.79298775822199e-82,9.421677303167272e-80
Mafb,20.37114143371582,2.8768253326416016,1.274157936793403e-81,2.0388582082140887e-79
Zmynd15,20.364532470703125,7.4675703048706055,3.5712547948047744e-74,4.955303331364778e-72
Rab3il1,20.266061782836914,3.6871347427368164,1.3453684813589897e-78,2.0693644501647345e-76
Egr1,20.167007446289062,2.5644125938415527,2.840904094380637e-78,4.3360937723615844e-76
Gpx3,19.900135040283203,1.2272264957427979,4.786375235730278e-76,7.0349079575822354e-74
Bst2,19.876802444458008,1.9536888599395752,3.3483896446975107e-78,5.071660101533436e-76
Axl,19.7508487701416,3.2199440002441406,4.7327910003025114e-77,7.114245380909276e-75
Ccl3,19.666955947875977,4.071742534637451,4.024491873556658e-75,5.786519402544291e-73
Slco2b1,19.6474609375,5.142727375030518,8.187376427656148e-73,1.0758537952155847e-70
Malat1,19.634153366088867,0.7296305298805237,8.443556248304559e-74,1.1475139936908154e-71
Aif1,19.574792861938477,2.503565549850464,2.1860751464938857e-74,3.0763193657256513e-72
Cttnbp2nl,19.451303482055664,4.25767183303833,3.423797526017458e-71,4.327069459314548e-69
Btg2,19.43096923828125,1.4690053462982178,4.930880404451122e-75,7.038743092454615e-73
Ctsc,18.972064971923828,1.7424883842468262,9.679231787740973e-71,1.2003457320772272e-68
Fxyd2,18.88018226623535,1.4185864925384521,1.637881860128093e-71,2.083259735170617e-69
Ctsh,18.765119552612305,1.2352948188781738,7.60759524819706e-70,9.20426249480037e-68
Sdc4,18.58230209350586,2.5621960163116455,2.785806948980239e-68,3.290236992956304e-66
Slamf7,18.460670471191406,3.7439348697662354,2.517494472808059e-66,2.854407161683286e-64
Hspa1a,18.416566848754883,2.8574841022491455,7.894361454461827e-67,9.054330634649223e-65
Ubb,18.274375915527344,1.131876826286316,3.808347774547632e-67,4.393327705963611e-65
Serpinf1,18.208984375,6.72421407699585,5.765615121506816e-62,5.807174377712601e-60
Gm4902,17.988262176513672,2.8088269233703613,7.29789730625089e-65,7.956311997287372e-63
Itm2b,17.82193946838379,0.9855124950408936,4.3550376115986826e-64,4.6963400157250575e-62
Cd63,17.796375274658203,1.783180594444275,1.9727896935405743e-64,2.139021480832354e-62
Mmp13,17.663789749145508,6.044059753417969,7.05947422667432e-60,6.766864135539704e-58
Arrb2,17.600107192993164,2.4380006790161133,5.503251789044339e-63,5.839332727177421e-61
Txnip,17.528100967407227,1.7474302053451538,2.5316312885680044e-62,2.5893107230807394e-60
Fcgr1,17.469289779663086,3.267925500869751,3.7154450907960997e-62,3.7613194638559295e-60
Cadm1,17.354293823242188,2.9324371814727783,2.563910687725897e-61,2.5436557932928624e-59
Fgl2,17.326723098754883,3.025336265563965,3.950490551721753e-60,3.842433016042305e-58
Cd83,16.985307693481445,2.5602986812591553,2.9265648160505806e-58,2.6637109669759458e-56
Cyth4,16.977529525756836,2.124717950820923,3.306919100018592e-59,3.1395162096922916e-57
Tnfsf13b,16.92742156982422,5.080538272857666,2.224098539614934e-56,1.902179449268945e-54
Basp1,16.915851593017578,3.0863921642303467,6.924735678924432e-59,6.450732645127632e-57
Bmyc,16.87736701965332,2.6168253421783447,1.085867411178382e-57,9.575902743378426e-56
Mt1,16.8113956451416,1.5441129207611084,3.0427286342189042e-58,2.756795505030662e-56
Ehd4,16.673620223999023,1.7311639785766602,3.845468886342505e-57,3.317469288817738e-55
H2-Q4,16.51563262939453,2.1213490962982178,8.947287406140605e-56,7.554556455857101e-54
Ch25h,16.47502326965332,9.908117294311523,2.5346487215873754e-52,1.9122623548949316e-50
Il10rb,16.444602966308594,1.7130545377731323,6.485057816881103e-56,5.498996461647643e-54
Tagap,16.369665145874023,3.82375168800354,2.7459125780399613e-53,2.1450550147035003e-51
Mef2c,16.318601608276367,2.1233136653900146,7.152657138895131e-55,5.816517334014639e-53
Tnf,16.314464569091797,4.118757247924805,1.0827401328854916e-53,8.59349188668557e-52
Creb5,16.274499893188477,6.411063194274902,1.0931713279284825e-51,8.033594625465537e-50
Cited2,15.99266529083252,2.089571952819824,2.1057467816267164e-52,1.5947415130166912e-50
